EntityRegistrantme;EntityCentralIndexKey;standardIndustrialClassification;DocumentFiscalYearFocus;ETR;Tax_Credit_Total;NetIncomeAvailableToCommonStockholdersBasic;NonoperatingIncomeLossPlusInterestAndDebtExpense;IncomeFromContinuingOperationsBeforeTax;Tax_Settlement_Total;Federal_Income;OtherComprehensiveIncome;ComprehensiveIncomeAttributableToNoncontrollingInterest;NetIncomeAttributableToParent;CostsAndExpenses;Foreign_Income;IncomeFromEquityMethodInvestments;Other_Reconciling_Total;State_Local_Income;OperatingIncomeLoss;OtherOperatingIncome;GrossProfit;PreferredStockDividendsAndOtherAdjustments;IncomeFromDiscontinuedOperations;ComprehensiveIncome;Revenues;IncomeTaxExpenseBenefit;NondeductibleExpense_Total;OperatingExpenses;ComprehensiveIncomeAttributableToParent;NetIncomeAttributableToNoncontrollingInterest;NetIncomeLoss;Tax_Contingency_Total;IncomeBeforeEquityMethodInvestments;Deduction_Total;ExtraordaryItemsGainLoss;IncomeFromContinuingOperationsAfterTax;CostOfRevenue
ALLISON TRANSMISSION HOLDINGS INC;1411207;MOTOR VEHICLE PARTS & ACCESSORIES [3714];2013;;;;;266100000;;93100000;22900000;;165400000;;-7.00E+05;;;7300000;409900000;;841900000;;;188300000;12400000;100700000;800000;;188300000;;165400000;;266100000;;;;1084900000
BLACKHAWK NETWORK HOLDINGS  INC;1411488;FINCE SERVICES [6199];2013;0.357;;53397000;;83548000;;29241000;;-442000;54104000;;96000;;;2787000;83307000;;;;;50491000;1138088000;29862000;;1054781000;50933000;-418000;54104000;;;;;;157868000
Apollo Global Magement LLC;1411494;INVESTMENT ADVICE [6282];2013;;;7808000;;;;;;1564710000;;1941715000;;107350000;;;;;;;;809276000;;107569000;;1941715000;809276000;1714603000;;;;;;;
VistaGen Therapeutics  Inc.;1411685;PHARMACEUTICAL PREPARATIONS [2834];2014;;;-80830100;;-70613700;;;;;-70636900;;;;;;-56418700;;;;;-70636900;16370200;23200;;72788900;-70636900;;-70636900;;-70613700;;;;
INNOVUS PHARMACEUTICALS  INC.;1411879;PHARMACEUTICAL PREPARATIONS [2834];2013;;;-6546239;;;;;;;-6546239;;;;;;;;4820;;;;;;;6375497;;;-6546239;;;;;;1821
MAIDEN HOLDINGS  LTD.;1412100;FIRE, MARINE & CASUALTY INSURANCE [6331];2013;0.018;;87901000;;104719000;;;-115325000;142000;102735000;;;;;;;;;;;-12469000;2110056000;1863000;;;-12611000;121000;102856000;;104719000;;;;
Cocrystal Pharma  Inc.;1412486;PHARMACEUTICAL PREPARATIONS [2834];2013;;;-19621901;;-11640112;;;;;-19621901;;;;;;-3300989;;;;-8648381;;;;;3300989;;;-19621901;;-11640112;;;;
Regenicin  Inc.;1412659;INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFYING EQUIP [3564];2013;;;-13092713;;;;;;;;;;;;;-11134964;;;;;;;;;11134964;;;-13092713;;;;;;
MIDWESTONE FINCIAL GROUP  INC.;1412665;STATE COMMERCIAL BANKS [6022];2013;;;18607000;;25253000;;8839000;-10001000;;18607000;;;;-302000;776000;;;;;;8606000;66094000;6646000;;;8606000;;18607000;;25253000;;;;
Kraig Biocraft Laboratories  Inc;1413119;PLASTIC MATERIAL, SYNTH RESIN/RUBBER, CELLULOS (NO GLASS) [2820];2013;;;;;-16305358;;;;;-16305358;;;;;;-8307602;;;;;;0;0;;8307602;;;-16305358;;-16305358;;;;
Philip Morris Intertiol Inc.;1413329;CIGARETTES [2111];2013;0.293;;;;;;;-564000000;197000000;;;;-22000000;;;;;;;;;;;;;;274000000;;;;;;;
SYNERGY RESOURCES CORP;1413507;CRUDE PETROLEUM & TURAL GAS [1311];2014;0.34;;;;43867000;;14915000;;;28853000;;;;24000;1341000;43464000;;;;;;104219000;15014000;;60755000;;;28853000;;;;;;
A. H. Belo Corp;1413898;NEWSPAPERS;2013;0.181;;6815000;;8741000;;3059000;58439000;-193000;16119000;359919000;;2270000;631000;944000;6331000;;;;8769000;74365000;366250000;1584000;;140230000;74558000;-193000;15926000;;8741000;;;;
Zeltiq Aesthetics Inc;1415336;ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS [3845];2013;-0.01;;-19305000;;-19165000;;;;;-19305000;;;;;;-19348000;;77437000;;;-19226000;111626000;140000;;96785000;-19226000;;-19305000;;;;;;34189000
MusclePharm Corp;1415684;PHARMACEUTICAL PREPARATIONS [2834];2013;;;;;-17602458;;;-6125;;-17717941;;-29854;;;;-14296462;;33192195;;;-17724066;110877591;115483;;;;;-17717941;;;;;;77685396
Hillenbrand  Inc.;1417398;MISCELLANEOUS MANUFACTURING INDUSTRIES [3990];2014;0.305;;109700000;;159900000;;;-50900000;1400000;;;;2800000;;;174500000;;589200000;;;60300000;1667200000;48700000;;414700000;58900000;1500000;111200000;;159900000;;;;1078000000
Dr Pepper Spple Group  Inc.;1418135;BEVERAGES [2080];2013;-0.149;;624000000;;542000000;;1.90E+08;22000000;;624000000;;-7.00E+06;1000000;-23000000;34000000;1046000000;;;;;646000000;;-81000000;137000000;;646000000;;624000000;;542000000;;;;
ATLANTIC POWER CORP;1419242;ELECTRIC, GAS & SANITARY SERVICES [4900];2013;;;-33000000;;-37100000;;-9700000;-31800000;9200000;-20400000;;-2900000;26900000;-19000000;;;;;;-6200000;-55600000;;-19500000;;;-64800000;-3400000;-23800000;;;;;;
BRIGGS & STRATTON CORP;14195;ENGINES & TURBINES [3510];2014;0.237;;28347000;;37134000;;;29671000;;28347000;;;6264000;;;46258000;;346783000;;;58018000;528366000;8787000;;;58018000;;28347000;;;;;;1506436000
Rare Element Resources Ltd;1419806;GOLD & SILVER ORES [1040];2013;;;;;;;;;;-99441000;;;;;;;;;;;-99441000;;;;100790000;-99441000;;-99441000;;;;;;
EMMAUS LIFE SCIENCES  INC.;1420031;BLANK CHECKS [6770];2013;;;-14066348;;-14248786;;-4844588;;;-14066348;;;;997820;-532099;-13851641;;194516;;;-13791234;;-182438;;14046157;-13791234;;-14066348;;;;;;196395
LogMeIn  Inc.;1420302;SERVICES-PREPACKAGED SOFTWARE [7372];2013;-4.232;;-7682000;;-1468000;;;-786000;;-7682000;;;;;;-1926000;;147442000;;;-8468000;166258000;6214000;;149368000;-8468000;;-7682000;;-1468000;;;;18816000
Colfax CORP;1420800;PUMPS & PUMPING EQUIPMENT [3561];2013;;;158232000;;302795000;;105978000;82891000;13039000;178628000;;-42972000;;;871000;406392000;;1306222000;20396000;;292034000;;93652000;;;278995000;30515000;209143000;;302795000;;;;
Intrepid Potash  Inc.;1421461;MINING, QUARRYING OF NONMETALLIC MINERALS (NO FUELS) [1400];2013;0.415;;22275000;;38093000;;13333000;1719000;;;;;;406000;3322000;40842000;;77915000;;;23994000;336312000;15818000;;;23994000;;22275000;;38093000;;;;
WestMountain Altertive Energy Inc;1421636;INVESTORS, NEC [6799];2013;;;6052;;5900;;885;;;6052;;;;;233;5727;;;;;;77697;-152;;71970;;;6052;;5900;;;;
Trans-Pacific Aerospace Company  Inc.;1422295;CRUDE PETROLEUM & TURAL GAS [1311];2013;;;-12759304;;-12759304;;;;;-12759304;;;;;;-9087796;;;;-213194;;;8697;;9087796;;;-12805083;;-12759304;;;;290250
Sino-Global Shipping America  Ltd.;1422892;ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO [4731];2014;0.155;;;;514309;;;;-1120201;1586353;3730803;;;;;300130;264349;4030933;;;435979;11644392;79823;;;1556180;1151867;434486;;;;;;7613459
Quanex Building Products Corporation;1423221;ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS [3350];2014;0.396;;29234000;;13806000;;;;;29234000;;;;;;14276000;;;;20896000;25926000;595384000;5468000;;;25926000;;29234000;;13806000;;;;464584000
Moody tiol REIT I  Inc.;1424879;REAL ESTATE INVESTMENT TRUSTS [6798];2013;0.22;;-1445831;;-1351457;;;;;-1367657;;;;;;-109888;;;;;;8245685;16200;;8355573;;;-1367657;;;;;;
Fox Factory Holding Corp;1424929;MOTORCYCLES, BICYCLES & PARTS [3751];2013;0.305;;;;34668000;;;-16000;;24102000;;;;;;38781000;;80129000;;;24086000;272746000;10566000;;41348000;24086000;;24102000;;34668000;;;;192617000
Lion Biotechnologies  Inc.;1425205;ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO [4731];2013;;;-64527185;;;;;;;-56065558;;;;;;-52881885;;;;;;;;;52881885;;;-56065558;;;;;;
CVR PARTNERS  LP;1425292;AGRICULTURE CHEMICALS [2870];2013;;;;;118724000;;;;;118616000;;;;;;124851000;;;;;119468000;;108000;;198821000;119468000;;118616000;;118724000;;;;
SMG Indium Resources Ltd.;1426506;COMMODITY CONTRACTS BROKERS & DEALERS [6221];2013;0.025;;982022;;;;;;;982022;;;;;;850639;;2084252;;;;9505044;25000;;1233613;;;982022;;;;;;7420792
Echo Global Logistics  Inc.;1426945;ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO [4731];2013;;;14202614;;22848102;;7996836;;;14202614;;;;;751257;23203939;;;;;;;8645488;;;;;14202614;;22848102;;;;
BRISTOL MYERS SQUIBB CO;14272;PHARMACEUTICAL PREPARATIONS [2834];2013;0.108;;;;;;1.01E+12;1061000000;17000000;;;-6.20E+08;166000000;-122000000;25000000;;;;;;;;311000000;;;;17000000;;134000000;;;;;
ACELRX PHARMACEUTICALS INC;1427925;PHARMACEUTICAL PREPARATIONS [2834];2013;;1326000;;;-6667000;;-7965000;;;-23426000;;;;;-716000;;;;;;-23426000;29502000;0;;36169000;-23426000;;-23426000;;;;;;
Armour Residential REIT  Inc.;1428205;REAL ESTATE INVESTMENT TRUSTS [6798];2013;;;-201257000;;-187054000;;;;;-187044000;;;;;;;;;;;-608088000;;-10000;;37151000;-608088000;;-187044000;;;;;;
Radius Health  Inc.;1428522;BLANK CHECKS [6770];2013;;;-78161000;;;;-20635000;;;-60690000;;;;;-2255000;-67365000;;;;;-60690000;;0;;;-60690000;;-60690000;;;;;;
Carey Watermark Investors Inc;1430259;REAL ESTATE [6500];2013;0.724;;;;-29233000;;495000;;1379000;-31906000;;;-51000;;216000;-15168000;;;;;-30364000;122223000;1166000;;35935000;-31743000;1507000;-30399000;;;;;;
C & C TOURS INC;1430319;BLANK CHECKS [6770];2013;;;-123125;;;;;;;-123125;;;;;;-115528;;;;;;;;;115528;;;-123125;;;;;;
ServisFirst Bancshares  Inc.;1430723;STATE COMMERCIAL BANKS [6022];2013;0.3285;;41217000;;61975000;;21691000;-3405000;;41617000;;;;59000;558000;;2144000;;;;38212000;126081000;20358000;;;38212000;;41617000;;61975000;;;;
Pershing Gold Corp.;1432196;SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION [7812];2013;;;-85107719;;-75627587;;;;;-74997737;57030733;;-83333;;;-57030733;;;;802367;;;;;;;172517;-74825220;;;;;;
CREDEX CORP;1432939;FINCE SERVICES [6199];2013;;;-321731;;-321731;;;;;-321731;;;;;;-320211;;;;;;23417;;;343628;;;-321731;;-321731;;;;
ANTERO RESOURCES Corp;1433270;CRUDE PETROLEUM & TURAL GAS [1311];2013;;;-18930000;;162023000;;56708000;;;-18930000;;;;;21429000;341207000;;;;8506000;;1313134000;186210000;;971927000;;;-18930000;;162023000;;;;
GRAND CANYON EDUCATION  INC.;1434588;SERVICES-EDUCATIOL SERVICES [8200];2013;0.388;;88711000;;144895000;;;;;88711000;455059000;;;;;143276000;;;;;89292000;598335000;56184000;;;89292000;;88711000;;144895000;;;;
Chi Media Inc.;1434674;SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION [7812];2014;0.31;;238427;;;;;;;238427;;;;;;;;613922;;;258485;2129946;107195;;324938;258485;;238427;;;;;;1516024
HSN  Inc.;1434729;RETAIL-MISCELLANEOUS SHOPPING GOODS STORES [5940];2013;;;;;276141000;;96649000;;;178449000;;;;-5250000;6293000;282654000;;1229815000;;0;179274000;;97692000;;947161000;179274000;;178449000;;276141000;;;;
Forbes Energy Services Ltd.;1434842;OIL, GAS FIELD SERVICES, NBC [1389];2013;0.456;;-13866000;;-17412000;;-6094000;;;-13090000;;0;;;354000;10772000;;;;-293000;-13090000;419933000;-4615000;513000;409161000;-13090000;;-13090000;;-17412000;;;;
CEMTREX INC;1435064;MEASURING & CONTROLLING DEVICES, NEC [3829];2013;0.036;;;;300997;;;;;288497;;;;;;346847;;1144982;;;;13673531;12500;;798135;;;288497;;300997;;;;12528549
CEMTREX INC;1435064;MEASURING & CONTROLLING DEVICES, NEC [3829];2014;0.056;;;;2729848;;;;;2668886;;;;;;3013196;;15595268;;;;47653114;60962;;12582072;;;2668886;;2729848;;;;32057846
First Savings Fincial Group Inc;1435508;SAVINGS INSTITUTION, FEDERALLY CHARTERED [6035];2014;;;5219000;;7467000;;2539000;2385000;;5390000;;;;199000;161000;;;;;;7775000;27494000;2077000;;;7775000;;5390000;;7467000;;;;
Mistras Group  Inc.;1436126;SERVICES-ENGINEERING SERVICES [8711];2014;0.357;;22518000;;35103000;;12286000;2945000;57000;22518000;;-1868000;;;1355000;38295000;;172943000;;;25516000;623447000;12528000;531000;;25455000;57000;22575000;24000;35103000;;;;415970000
HOME BANCORP  INC.;1436425;SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED [6036];2013;0.339;;7293922;;11030060;;3857000;-3042820;;7293922;;;;;10000;;;;;;4251102;43720509;3736138;;;;;7293922;;;;;;
Ascent Capital Group  Inc.;1437106;SERVICES-MISCELLANEOUS BUSINESS SERVICES [7380];2013;;;-22407000;;-18330000;;-6416000;;;;379477000;;;;4257000;71556000;;;;129000;-11138000;451033000;4206000;;;-11138000;;-22407000;;-18330000;;;;74136000
Discovery Communications  Inc.;1437107;CABLE & OTHER PAY TELEVISION SERVICES [4841];2013;0.38;;1073000000;;1736000000;;;-3000000;1000000;1075000000;;;18000000;;;1998000000;;;;0;1074000000;;659000000;;;1075000000;1000000;1077000000;;;;;;1689000000
BRIGHT HORIZONS FAMILY SOLUTIONS INC.;1437578;SERVICES-CHILD DAY CARE SERVICES [8351];2013;;;12623000;;4811000;;1684000;10589000;78000;12623000;;-3849000;;;-193000;109034000;;280936000;;;22933000;1218776000;-7533000;;;22855000;-279000;12344000;-4850000;4811000;;;;937840000
Digimarc CORP;1438231;SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN [7373];2013;0.78;;-696000;;-2303000;;-783000;;;-507000;;;;;-301000;-2412000;;26759000;189000;;;34964000;-1796000;;29171000;;;-507000;;;;;;8205000
Retrophin  Inc.;1438533;PHARMACEUTICAL PREPARATIONS [2834];2013;;;-67435621;;-67359846;;;;;-67435621;;;;;;-57492786;;;;;-67545608;;75775;;57492786;-67545608;;-67435621;;;;;;
AGIOS PHARMACEUTICALS INC;1439222;PHARMACEUTICAL PREPARATIONS [2834];2013;-0.0149;;-43569000;;-38828000;;;;;-39407000;;;;;;-38883000;;;;;-39391000;25548000;579000;;64431000;-39391000;;-39407000;;;;;;
ZYNGA INC;1439404;SERVICES-COMPUTER PROCESSING & DATA PREPARATION [7374];2013;;39593000;-36982000;;-64869000;;-22704000;401000;;-36982000;938897000;4024000;;330000;-15947000;-65631000;;;;;-36581000;873266000;-27887000;;;-36581000;;-36982000;;-64869000;;;;248358000
CLEARWATER PAPER CORP;1441236;PAPERBOARD MILLS [2631];2013;-1.797;10234000;106955000;;38234000;;13381000;57600000;;106955000;1790502000;67000;0;289000;1279000;99328000;;;;;164555000;1889830000;-68721000;;;164555000;;106955000;;38234000;;;;1671371000
MARRONE BIO INNOVATIONS INC;1441693;AGRICULTURE CHEMICALS [2870];2013;;;-29867000;;-28489000;;;;;;;;;;;-29025000;;3807000;;;-28489000;14543000;;;32832000;;;-28489000;;-28489000;;;;10736000
Verisk Alytics  Inc.;1442145;SERVICES-COMPUTER PROCESSING & DATA PREPARATION [7374];2013;0.365;;;;538740000;;;45672000;;348380000;981436000;;;;;614267000;;;;6066000;394052000;1595703000;196426000;;;394052000;;348380000;;538740000;;;;622523000
Laredo Oil  Inc.;1442492;CRUDE PETROLEUM & TURAL GAS [1311];2014;;;-1315979;;;;447433;;;-1315979;;;;;;-792605;;145727;;;;3471933;0;-257639;938332;;;-1315979;;;;;;3326206
Recon Technology  Ltd;1442620;OIL, GAS FIELD SERVICES, NBC [1389];2014;;1229316;;;2788956;;3073289;;1022410;807188;;;-1535250;;;2830238;;32416861;;;1845603;93447108;961136;115054;29586623;823193;1020632;1827820;;2788956;;;;61030247
Xenith Bankshares  Inc.;1442741;TIOL COMMERCIAL BANKS [6021];2013;0.349;;1902000;;3051000;;1037000;;;1986000;;;;;;;;;;;-110000;25633000;1065000;;;-110000;;1986000;;3051000;;;;
Xenith Bankshares  Inc.;1442741;TIOL COMMERCIAL BANKS [6021];2013;0.349;;1902000;;3051000;;1037000;;;1986000;;;;;;;;;;;-110000;25633000;1065000;;;-110000;;1986000;;3051000;;;;
Xenith Bankshares  Inc.;1442741;TIOL COMMERCIAL BANKS [6021];2013;0.349;;1902000;;3051000;;1037000;;;1986000;;;;;;;;;;;-110000;25633000;1065000;;;-110000;;1986000;;3051000;;;;
Xenith Bankshares  Inc.;1442741;TIOL COMMERCIAL BANKS [6021];2013;0.349;;1902000;;3051000;;1037000;;;1986000;;;;;;;;;;;-110000;25633000;1065000;;;-110000;;1986000;;3051000;;;;
Xenith Bankshares  Inc.;1442741;STATE COMMERCIAL BANKS [6022];2013;0.349;;1902000;;3051000;;1037000;;;1986000;;;;;;;;;;;-110000;25633000;1065000;;;-110000;;1986000;;3051000;;;;
Xenith Bankshares  Inc.;1442741;STATE COMMERCIAL BANKS [6022];2013;0.349;;1902000;;3051000;;1037000;;;1986000;;;;;;;;;;;-110000;25633000;1065000;;;-110000;;1986000;;3051000;;;;
Xenith Bankshares  Inc.;1442741;STATE COMMERCIAL BANKS [6022];2013;0.349;;1902000;;3051000;;1037000;;;1986000;;;;;;;;;;;-110000;25633000;1065000;;;-110000;;1986000;;3051000;;;;
Xenith Bankshares  Inc.;1442741;STATE COMMERCIAL BANKS [6022];2013;0.349;;1902000;;3051000;;1037000;;;1986000;;;;;;;;;;;-110000;25633000;1065000;;;-110000;;1986000;;3051000;;;;
Booz Allen Hamilton Holding Corp;1443646;SERVICES-MAGEMENT CONSULTING SERVICES [8742];2014;;;232188000;;380787000;;133275000;7151000;;232188000;;;;;13847000;460611000;;;;;239339000;;148599000;;;239339000;;232188000;1838000;380787000;;;;
ONCOSEC MEDICAL Inc;1444307;PHARMACEUTICAL PREPARATIONS [2834];2014;-0.0036;;-12012117;;-11970344;;;;;;;;;;;-11949660;;;;;;;41773;;;;;-12012117;;-11970344;;;;
HighLight Networks  Inc.;1445175;WHOLESALE-MISC DURABLE GOODS [5090];2014;;;-8453056;;;;;;;-8453056;;;;;;-8283721;;;;;;7303;;;8288085;;;4364;;;;;;-2939
Strategic Realty Trust  Inc.;1446371;REAL ESTATE INVESTMENT TRUSTS [6798];2013;;;-11922000;;;;;;;-11922000;;;;;;-9899000;;;;-2508000;;;;;31239000;;-485000;-12407000;;;;;;
IRONWOOD PHARMACEUTICALS INC;1446847;PHARMACEUTICAL PREPARATIONS [2834];2013;;5089000;-272812000;;-272812000;;-92756000;;;;274883000;;;;-13684000;-252002000;;;;;-272815000;22881000;;1413000;;-272815000;;-272812000;;-272812000;;;;7203000
Territorial Bancorp Inc.;1447051;SAVINGS INSTITUTION, FEDERALLY CHARTERED [6035];2013;0.3765;;14647000;;23493000;;8223000;;;;;;;;1060000;;;;;;15193000;56175000;8846000;;;15193000;;14647000;;23493000;;;;
MOBIVITY HOLDINGS CORP.;1447380;SERVICES-PREPACKAGED SOFTWARE [7372];2013;;;;;-16759031;;;;;-16759031;;;;;;-6720073;;2971630;;;;4093667;;;9691703;;;-16759031;;-16759031;;;;1122037
Anchor Bancorp;1448301;SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED [6036];2014;0;;423000;;;;144000;761000;;423000;;;;;;;;;;;1184000;17789000;0;;;1184000;;423000;;;;;;
ADVANCED MEDICAL ISOTOPE Corp;1449349;INDUSTRIAL INORGANIC CHEMICALS [2810];2013;;;;;-3470813;;;;;-3470813;;;;;;-3579618;;;;;;;0;;3720221;;;-3470813;;-3470813;;;;105331
ENTEST BIOMEDICAL  INC.;1449447;PHARMACEUTICAL PREPARATIONS [2834];2014;;;-6413135;;;;;;;-6341562;3552898;;;;;-3552898;;;;-39431;;0;0;;;;;-6341562;;;;;;
Willbros Group  Inc.\\NEW\\;1449732;OIL, GAS FIELD SERVICES, NBC [1389];2013;;;;;-8902000;1329000;;-4697000;;-15867000;1984652000;-4662000;;14534000;1250000;34131000;;;;7569000;-20564000;0;14534000;;;-20564000;;-15867000;;-8902000;;;;
PIONEER POWER SOLUTIONS  INC.;1449792;POWER, DISTRIBUTION & SPECIALTY TRANSFORMERS [3612];2013;0.11;;;;5952000;;;;;5270000;;;;;;7134000;;21770000;;;4777000;88162000;682000;;14636000;4777000;;5270000;;5952000;;;;66392000
EFT Holdings  Inc.;1450973;RETAIL-RETAIL STORES, NEC [5990];2014;0.37;;;;-16780390;;-6091998;;-311844;-20026170;;;;;57;-7290646;0;869788;;;-20765404;1866678;3561310;20771;8160434;-20453560;-315530;-20341700;;-16780390;;;;996890
Transocean Ltd.;1451505;DRILLING OIL & GAS WELLS [1381];2013;;;1394000000;;1664000000;;1.30E+08;262000000;3000000;1407000000;;1.85E+08;;;;;;;12000000;54000000;1669000000;;258000000;;;1666000000;;1407000000;-33000000;1664000000;;;;
Terra Tech Corp.;1451512;ENGINES & TURBINES [3510];2013;;;;;-6146700;;;;;-6148350;;;;;;-3486979;;;;;;88918;1650;;;;;-6148350;;;;;;2036933
Mead Johnson Nutrition Co;1452575;FOOD & KINDRED PRODUCTS [2000];2013;0.251;;648300000;;874000000;;305900000;-28800000;-6900000;649500000;;-25600000;;;1300000;;;;;;626100000;;219100000;;;633000000;5400000;654900000;;;;;;1532800000
STEEL PARTNERS HOLDINGS L.P.;1452857;MISCELLANEOUS PRIMARY METAL PRODUCTS [3390];2013;;;19460000;;26903000;;9416000;80528000;46442000;19460000;;-4000;27786000;;2487000;;2093000;;;-165000;125348000;805174000;10244000;;778271000;78906000;25360000;44820000;;26903000;;;;556374000
Medidata Solutions  Inc.;1453814;SERVICES-PREPACKAGED SOFTWARE [7372];2013;;;;;18382000;;6434000;-136000;;16661000;;-339000;;30000;667000;23888000;;206940000;;;16525000;276849000;1721000;120000;183052000;16525000;;16661000;;;;;;69909000
Hines Global REIT  Inc.;1453818;REAL ESTATE INVESTMENT TRUSTS [6798];2013;;;-88936000;;-85062000;;;;3642000;-88936000;350861000;;;;;-27999000;;;;;-100603000;322862000;701000;;;-104245000;3173000;-85763000;;-85062000;;;;
NorthStar Real Estate Income Trust  Inc.;1455650;REAL ESTATE INVESTMENT TRUSTS [6798];2013;;;61271000;;32989000;;;12586000;-254000;;31355000;;28028000;;;;;;;;73603000;;;;;73857000;-254000;61017000;;32989000;;;;
Government Properties Income Trust;1456772;REAL ESTATE [6500];2013;;;54620000;;55308000;;;;;;154808000;;334000;;;72102000;;;;-889000;54570000;226910000;133000;;;54570000;;54620000;;55308000;;;;
Orgenesis Inc.;1460602;PHARMACEUTICAL PREPARATIONS [2834];2013;;;-10674975;;-10586734;;;;;-10674975;;;;;;;;;;;;;;;;;;-10674975;;-10586734;;;;
Altisource Portfolio Solutions S.A.;1462418;SERVICES-MISCELLANEOUS BUSINESS SERVICES [7380];2013;0.06;;129973000;;142333000;;;;;;;;;;;162067000;;275877000;;;;768357000;8540000;;;;3820000;133793000;;142333000;;;;492480000
Jive Software  Inc.;1462633;SERVICES-COMPUTER PROCESSING & DATA PREPARATION [7374];2013;-0.013;;;;-76381000;;;;;-75371000;;;;;;-75967000;;90471000;;;-75126000;145763000;-1010000;;166438000;-75126000;;-75371000;;-76381000;;;;55292000
Enphase Energy  Inc.;1463101;SEMICONDUCTORS & RELATED DEVICES [3674];2013;;;;;;;-8517000;;;;;;;;-883000;;;;;;;;;;;;;;;;;;;
PETROTERRA CORP.;1463208;TRANSPORTATION SERVICES [4700];2014;;;-363635;;;;;;;-363635;;;;;;-363635;;;;;;;;;;;;-363635;;;;;;
Renewable Energy Group  Inc.;1463258;INDUSTRIAL ORGANIC CHEMICALS [2860];2013;;;165254000;;191301000;;66955000;;;186366000;;;0;;-6905000;193310000;;239433000;;;;1498138000;4935000;;;;;186366000;;191301000;;;;156000
Gold Torrent  Inc.;1463792;COMMUNICATION SERVICES, NEC [4899];2014;;;-559455;;;;;;;-559455;;;;;;;;;;;;;;;;;;-559455;;;;;;
Vuzix Corp;1463972;RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT [3663];2013;0;;;;-10146228;;;;;-10146228;;;;;;-4652557;;806958;;0;;2389053;0;;5459515;;;-10146228;;-10146228;;;;1582095
PennyMac Mortgage Investment Trust;1464423;REAL ESTATE INVESTMENT TRUSTS [6798];2013;0.067;;198439000;;214635000;;75122000;;;200190000;;;;;2419000;;8660000;;;;;405518000;14445000;;190883000;;;200190000;;;;;;
STARWOOD PROPERTY TRUST  INC.;1465128;REAL ESTATE INVESTMENT TRUSTS [6798];2013;0.072;;305030000;;334383000;;117034000;-4226000;5300000;;422847000;;8841000;;3769000;142848000;;;;;306104000;565695000;24053000;;;300804000;5300000;310330000;;;1319000;;;
HD Supply Holdings  Inc.;1573097;WHOLESALE-DURABLE GOODS [5000];2013;-0.422;;-218000000;;-147000000;;-5.10E+07;;;-218000000;;-2.00E+06;;-1000000;-5000000;488000000;;;;-9000000;-231000000;;62000000;;1984000000;-231000000;;-218000000;;;;;;
TWO HARBORS INVESTMENT CORP.;1465740;REAL ESTATE INVESTMENT TRUSTS [6798];2013;;;579039000;;659451000;;;-251723000;;;86880000;;;;;;;;;3999000;327316000;555591000;84411000;;;;;579039000;;;;;;
Western Asset Mortgage Capital Corp;1465885;REAL ESTATE INVESTMENT TRUSTS [6798];2013;;;-28816000;;;;;;;-27855000;;;;;;;;;;;;;;;14260000;;;-27855000;;;;;;
INGERSOLL-RAND PLC;1466258;AUTO CONTROLS FOR REGULATING RESIDENTIAL & COMML ENVIRONMENT [3822];2013;0.228;;618800000;;829600000;;;298000000;38400000;618800000;;;0;;;1105000000;;;;13300000;951900000;;189000000;;;913500000;35100000;653900000;;;;;;
Cowen Group  Inc.;1466538;SECURITY BROKERS, DEALERS & FLOTATION COMPANIES [6211];2013;0.025;;;;18297000;;;236000;;4647000;360917000;;;;;;;;;;18076000;327246000;457000;;;;;17840000;;;;;;
Accenture plc;1467373;SERVICES-BUSINESS SERVICES, NEC [7389];2014;0.261;;;;;;;189981000;-243643000;;;;;;;;;;;;;;1121743000;;;;;;;;;;;
Zoom Telephonics  Inc.;1467761;TELEPHONE & TELEGRAPH APPARATUS [3661];2013;;;;;-1061040;;-362095;;;-1064984;;3944;;;0;-706676;;3102080;;;265405;;3944;11390;3808756;265405;;-1064984;;-1061040;;;;8139084
