EntityRegistrantme;EntityCentralIndexKey;standardIndustrialClassification;DocumentFiscalYearFocus;ETR;Tax_Credit_Total;NetIncomeAvailableToCommonStockholdersBasic;NonoperatingIncomeLossPlusInterestAndDebtExpense;IncomeFromContinuingOperationsBeforeTax;Tax_Settlement_Total;Federal_Income;OtherComprehensiveIncome;ComprehensiveIncomeAttributableToNoncontrollingInterest;NetIncomeAttributableToParent;CostsAndExpenses;Foreign_Income;IncomeFromEquityMethodInvestments;Other_Reconciling_Total;State_Local_Income;OperatingIncomeLoss;OtherOperatingIncome;GrossProfit;PreferredStockDividendsAndOtherAdjustments;IncomeFromDiscontinuedOperations;ComprehensiveIncome;Revenues;IncomeTaxExpenseBenefit;NondeductibleExpense_Total;OperatingExpenses;ComprehensiveIncomeAttributableToParent;NetIncomeAttributableToNoncontrollingInterest;NetIncomeLoss;Tax_Contingency_Total;IncomeBeforeEquityMethodInvestments;Deduction_Total;ExtraordaryItemsGainLoss;IncomeFromContinuingOperationsAfterTax;CostOfRevenue
VICTORY ENERGY CORP;700764;CRUDE PETROLEUM & TURAL GAS [1311];2015;0;;;;-4905518;;;;;-4177300;6088974;;;;;-5438326;;;;;;650648;0;;;;-728218;-4905518;;-4905518;;;;
RCM TECHNOLOGIES INC;700841;SERVICES-HELP SUPPLY SERVICES [7363];2015;0.159;;6015000;;7154000;;;-2936000;;6015000;;;;;;7851000;;51885000;;;3079000;185736000;1139000;;44034000;3079000;;6015000;;7154000;;;;133851000
MYR GROUP INC.;700923;WATER, SEWER, PIPELINE, COMM AND POWER LINE CONSTRUCTION [1623];2015;0.384;;27302000;;44299000;;;103000;;27302000;;;;;;44841000;;122341000;;;27405000;1061681000;16997000;;;27405000;;27302000;;44299000;;;;939340000
L Brands  Inc.;701985;RETAIL-WOMEN'S CLOTHING STORES [5621];2015;0.352;;1253000000;;1934000000;;;5000000;;1253000000;;;0;;;;;;;;1258000000;;681000000;;;1258000000;;1253000000;;;;;;
NORFOLK SOUTHERN CORP;702165;RAILROADS, LINE-HAUL OPERATING [4011];2015;0.36;;;;;;8.55E+08;-47000000;;;;;0;-27000000;72000000;;;;;;1509000000;;886000000;;;;;1556000000;;;;;;
FIRST MIDWEST BANCORP INC;702325;TIOL COMMERCIAL BANKS [6021];2015;0.315;;81182000;;119811000;;41934000;-12534000;;;;;;;4665000;;;;;;69530000;335984000;37747000;;;;;82064000;;119811000;;;;
Bank of Commerce Holdings;702513;STATE COMMERCIAL BANKS [6022];2015;0.2874;;8295000;;12048000;;;;;8586000;;;;;;;;;;;8419000;38753000;3462000;;;8419000;;8586000;;12048000;;;;
LAWSON PRODUCTS INC/NEW/DE/;703604;WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES [5080];2015;0.742;;297000;;1152000;;;;;297000;;;;;;2121000;;169124000;;0;-1595000;275834000;855000;;167003000;-1595000;;297000;;1152000;;;;106710000
LEGG MASON  INC.\n;704051;INVESTMENT ADVICE [6282];2016;-0.305;;;;;;;;;;;;;;;;;;;;;;;;;;-7878000;;;;;;;
GP STRATEGIES CORP;70415;SERVICES-EDUCATIOL SERVICES [8200];2015;0.366;;18789000;;29623000;;;;;18789000;;;;;;32322000;;81992000;;;13385000;490280000;10834000;;;13385000;;18789000;;29623000;;;;408288000
SOUTHSIDE BANCSHARES INC;705432;STATE COMMERCIAL BANKS [6022];2015;0.142;;43997000;;51276000;;17946000;-3113000;;43997000;;;;;0;;;;;;40884000;154532000;7279000;;;;;43997000;;51276000;;;;
AARON'S INC;706688;SERVICES-EQUIPMENT RENTAL & LEASING, NEC [7359];2015;0.363;;135709000;;213120000;;;-427000;;135709000;;;;;;235941000;;;;;135282000;;77411000;;1357030000;135282000;;135709000;;213120000;;;;
Old tiol Bancorp /IN/;707179;TIOL COMMERCIAL BANKS [6021];2015;0.283;;116716000;;162893000;;57013000;-3242000;;116716000;;;;;4173000;;;;;;113474000;399189000;46177000;;;113474000;;116716000;;162893000;;;;
AMERISERV FINCIAL INC /PA/;707605;TIOL COMMERCIAL BANKS [6021];2015;0.281;;5787000;;8340000;;2836000;;;5997000;;;;81000;;;;;;;5344000;41881000;2343000;;;5344000;;5997000;;8340000;;;;
ARCHER DANIELS MIDLAND CO;7084;FATS & OILS [2070];2015;0.192;;;;;;;-906000000;-4000000;1849000000;;;390000000;;;;;;;;940000000;;438000000;;;944000000;-3000000;1846000000;;;;;;
BANK OF AMERICA CORP /DE/;70858;TIOL COMMERCIAL BANKS [6021];2015;0.283;1087000000;;;;;7.75E+12;;;;;-5.59E+08;;;474000000;;;;;;;;;40000000;;;;;;;;;;
QUALITY SYSTEMS  INC;708818;SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN [7373];2016;0.105;;5657000;;6320000;;;;;5657000;;;;;;7362000;;266862000;;;5368000;492477000;663000;;259500000;5368000;;5657000;;6320000;;;;54128000
APPLIED MICRO CIRCUITS CORP;711065;SEMICONDUCTORS & RELATED DEVICES [3674];2016;0.02;17000;-32571000;;-33195000;;-11618000;-2067000;;-32571000;;;;;-1291000;-35502000;;89548000;;;-34638000;159287000;-624000;;125050000;-34638000;;-32571000;-612000;-33195000;;;;69739000
COOPER COMPANIES INC;711404;OPHTHALMIC GOODS [3851];2016;0.07;;;;295633000;;103500000;-297957000;990000;273917000;;-81200000;;-5000000;1200000;324100000;;1173079000;;;-23023000;1966814000;20699000;;;-24013000;1017000;274934000;;295633000;;;;793735000
PHOTOMEDEX INC;711665;ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS [3845];2015;0.34;;;;-41627000;;-14154000;;;-34554000;;-454000;;238000;-421000;-40225000;;57465000;;9410000;-35810000;75890000;-1794000;;97690000;-35810000;;-34554000;;-41627000;;;;18425000
ACCO BRANDS CORP;712034;BLANKBOOKS, LOOSELEAF BINDERS & BOOKBINDING & RELATED WORK [2780];2015;0.346;;85900000;;131400000;;4.60E+07;;;85900000;;-5600000;7900000;-2600000;2100000;163500000;;478400000;;0;-50700000;1510400000;45500000;;314900000;-50700000;;85900000;;131400000;;;;1032000000
ELECTRONIC ARTS INC.;712515;SERVICES-PREPACKAGED SOFTWARE [7372];2016;-0.318;;1156000000;;877000000;;;-18000000;;1156000000;;;;;;898000000;;;;;1138000000;;-279000000;;2144000000;1138000000;;1156000000;;877000000;;;;416000000
FIRST COMMONWEALTH FINCIAL CORP /PA/;712537;TIOL COMMERCIAL BANKS [6021];2015;0.29;61000;50143000;;70979000;;24843000;2113000;;50143000;;;;;;;;;;;52256000;204071000;20836000;;;52256000;;50143000;;70979000;;;;
FARMERS CAPITAL BANK CORP;713095;TIOL COMMERCIAL BANKS [6021];2015;0.261;;;;20285000;;;-2093000;;14992000;;;;;;;;;395000;;12899000;61236000;5293000;;;12899000;;14992000;;20285000;;;;
AMERICAN SOFTWARE INC;713425;SERVICES-PREPACKAGED SOFTWARE [7372];2016;0.3;;10242000;;14700000;;5145000;;;10242000;;;;;435000;13527000;;59660000;;;;113889000;4458000;;46133000;;;10242000;-13000;;;;;54229000
DNB FINCIAL CORP /PA/;713671;TIOL COMMERCIAL BANKS [6021];2015;0.226;;5088000;;6641000;;2258000;;;5138000;;;;-37000;;;;;50000;;4752000;24478000;1503000;;;4752000;;5138000;;6641000;;;;
PNC FINCIAL SERVICES GROUP  INC.;713676;TIOL COMMERCIAL BANKS [6021];2015;0.248;;;;;;;-373000000;37000000;;;;407000000;;;;;;5000000;;;;1364000000;;;;37000000;;;;;;;
SORL Auto Parts Inc;714284;MOTOR VEHICLE PARTS & ACCESSORIES [3714];2015;0.1229;;13308486;;16559843;;;;;13308486;;;;;;14741289;3204286;59410418;;;1330954;218656886;2034776;;;1454919;1216581;13308486;;16559843;;;;159246468
DST SYSTEMS INC;714603;SERVICES-COMPUTER PROCESSING & DATA PREPARATION [7374];2015;0.327;7700000;358200000;;531800000;;186200000;;;358200000;;-3100000;45800000;;5700000;305600000;;;;;213200000;;173700000;;;213200000;-100000;358100000;-7100000;;;;;
JUNIATA VALLEY FINCIAL CORP;714712;STATE COMMERCIAL BANKS [6022];2015;0.026;570000;3058000;;3141000;;1068000;-6000;;3058000;;;238000;;;;;;;;3052000;17379000;83000;;;3052000;;3058000;;;;;;
NEW ULM TELECOM INC;71557;TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE) [4813];2015;0.3934;;;;4395444;;;-18687;;2666155;36642435;;;;;5041633;;;;;2647468;41684068;1729289;;;2647468;;2666155;;;;;;8027308
INTERFACE INC;715787;CARPETS AND RUGS [2273];2015;0.315;352000;72418000;;105766000;;37018000;;;72418000;;-3347000;;;3003000;113593000;;382889000;;;45915000;1001863000;33348000;;;45915000;;72418000;;105766000;;;;618974000
CINCINTI BELL INC.;716133;TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE) [4813];2015;0.355;;343300000;;450600000;;;;;353700000;1039800000;;-5100000;;;128000000;;;10400000;62900000;356600000;1167800000;159800000;;;356600000;;353700000;;;;;;472500000
PENNS WOODS BANCORP INC;716605;STATE COMMERCIAL BANKS [6022];2015;0.2119;737000;13898000;;17634000;;5996000;-2132000;;;;;;;;;;;;;11766000;46124000;3736000;;;11766000;;13898000;;17634000;;;;
REGIS CORP;716643;SERVICES-PERSOL SERVICES [7200];2016;0.723;;;;;;;-4438000;;-11316000;1773255000;;-1829000;;;17614000;;;;0;-15754000;1790869000;9049000;;;;;-11316000;;;;;;
MICROWAVE FILTER CO INC /NY/;716688;ELECTRONIC COMPONENTS, NEC [3679];2016;-0.084;;-32594;;-35594;;-12102;;;-32594;;;;;0;-29304;;1300147;;;;3545330;-3000;;;;;-32594;;-35594;;;;2245183
NEW YORK TIMES CO;71691;NEWSPAPERS;2015;0.35;;63246000;;96752000;;33863000;24788000;-317000;63246000;1393246000;;-783000;;5093000;136585000;;;;0;87947000;1579215000;33910000;;;87630000;-404000;62842000;-2545000;;;;;617812000
NEWPARK RESOURCES INC;71829;OIL & GAS FILED MACHINERY & EQUIPMENT [3533];2015;-0.191;;-90828000;;-112226000;;;;;-90828000;;;;;;-99099000;;;;;-117112000;676865000;-21398000;;;-117112000;;-90828000;;;;;;599013000
Activision Blizzard  Inc.;718877;SERVICES-PREPACKAGED SOFTWARE [7372];2015;0.2;;881000000;;1121000000;;3.92E+08;-330000000;;892000000;;-2.28E+08;;;5000000;1319000000;;;;;562000000;;229000000;;;;;892000000;;1121000000;;;;
S&T BANCORP INC;719220;STATE COMMERCIAL BANKS [6022];2015;0.267;;66801000;;91479000;;;;;67081000;;;;;;;;;;;64457000;203548000;24398000;;;64457000;;67081000;;91479000;;;;
HECLA MINING CO/DE/;719413;MINING, QUARRYING OF NONMETALLIC MINERALS (NO FUELS) [1400];2015;-1.84;;-87520000;;-30658000;;10731000;-600000;;-86968000;;-4746000;;-3236000;-3639000;-35611000;;38511000;;;-87568000;443567000;56310000;;74122000;-87568000;;-86968000;;-30658000;;;;405056000
Inrad Optics  Inc.;719494;ELECTRONIC COMPONENTS, NEC [3679];2015;0;;;;-478935;;;;;-478935;10800706;;;;;-308477;;;;;;10492229;0;;;;;-478935;;-478935;;;;8257634
SVB FINCIAL GROUP;719739;STATE COMMERCIAL BANKS [6022];2015;0.399;;343904000;;603574000;;;-27300000;;;;;;;;;;;;;347520000;1046765000;228754000;;;316604000;30916000;374820000;;;;;;
ARCTIC CAT INC;719866;MISCELLANEOUS TRANSPORTATION EQUIPMENT [3790];2016;0.46;;-9187000;;-17047000;;;;;-9187000;;;;;;-16214000;;90667000;;;-12229000;;-7860000;;106881000;-12229000;;-9187000;;-17047000;;;;542228000
WILLIAMS SONOMA INC;719955;RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES [5700];2015;0.365;;310068000;;488007000;;;;;310068000;;;;;;488634000;;1844214000;;;302000000;;177939000;;;302000000;;310068000;;488007000;;;;
RAYMOND JAMES FINCIAL INC;720005;SECURITY BROKERS, DEALERS & FLOTATION COMPANIES [6211];2016;0.339;8559000;529350000;;777371000;;280225000;;;529350000;;;;1830000;13864000;;;;;;514120000;;271293000;;;514120000;-23272000;506078000;;777371000;;;;
BIOALYTICAL SYSTEMS INC;720154;SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH [8731];2016;0.004;;-3230000;;-3244000;;;;;-3230000;;;;;;-3040000;;4425000;;;-3318000;20441000;-14000;;7465000;-3318000;;-3230000;;-3244000;;;;13355000
NON INVASIVE MONITORING SYSTEMS INC /FL/;720762;ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS [3845];2016;0;;-741000;;;;;;;-741000;595000;;;;;-572000;;;;;-741000;23000;;;;-741000;;-741000;;;;;;336000
CARDIL HEALTH INC;721371;WHOLESALE-DRUGS PROPRIETARIES & DRUGGISTS' SUNDRIES [5122];2016;0.371;;1427000000;;;;;-93000000;4000000;1427000000;;;;;;;;;;0;1338000000;;845000000;;;1334000000;4000000;1431000000;;;;;;
NOBLE ENERGY INC;72207;CRUDE PETROLEUM & TURAL GAS [1311];2015;-0.1;;;;;;;57000000;;;;;90000000;;;;;;;0;;;222000000;;;;;;;;;;;
IMMUNOMEDICS INC;722830;IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES [2835];2016;-0.08;;-59036950;;-64189549;;;28866;-98766;-59036950;62241338;;;;;-59008091;;;;;-59106850;3233247;-5053833;;;-59008084;-98766;-59135716;;;;;;1159173
COMMUNITY BANK SYSTEM  INC.;723188;TIOL COMMERCIAL BANKS [6021];2015;0.31;;90777000;;132217000;;;;;91230000;;;;;;;;;;;79745000;259622000;40987000;;233055000;79745000;;91230000;;132217000;;;;
Nordstrom Inc.;72333;RETAIL-FAMILY CLOTHING STORES [5651];2015;0.386;;600000000;;;;;;;600000000;;;;;;;;;;;606000000;;376000000;;;606000000;;600000000;;;;;;
PAYCHEX INC;723531;SERVICES-ENGINEERING, ACCOUNTING, RESEARCH, MAGEMENT [8700];2016;0.343;;756800000;;1151100000;;;;;;;;-2800000;;;1146600000;;;;;778500000;;394300000;;1805300000;778500000;;756800000;;;;;;
CULP INC;723603;BROADWOVEN FABRIC MILLS, COTTON [2211];2016;0.393;;16935000;;27898000;;;;;16935000;;;;;;28338000;;65111000;;;16886000;312860000;10963000;;;16886000;;16935000;;;;;;247749000
AVIS BUDGET GROUP  INC.;723612;SERVICES-AUTO RENTAL & LEASING (NO DRIVERS) [7510];2015;0.181;;;;382000000;;;-125000000;;;;;0;;;;;;;;188000000;;69000000;;;188000000;;313000000;;382000000;;;;
FRANKLIN FINCIAL SERVICES CORP /PA/;723646;STATE COMMERCIAL BANKS [6022];2015;0.182;;10204000;;12475000;;4241000;;;10204000;;;;;;;;;;;9582000;34615000;2271000;;;9582000;;10204000;;;;;;
Panera Bread Company;724606;RETAIL-EATING PLACES [5812];2015;0.369;;149342000;;236572000;;;-3669000;;149342000;;;;;;241594000;;523871000;;;145673000;;87247000;;;145673000;;149325000;;236572000;;;;
ELECTRO SCIENTIFIC INDUSTRIES INC;726514;MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES [3690];2016;0.001;;;;-12273000;;;;;-12257000;;;;;;-12468000;;72703000;;;-13180000;184391000;-16000;;85171000;-13180000;;-12257000;;-12273000;;;;22519000
Caseys General Stores Inc;726958;RETAIL-AUTO DEALERS & GASOLINE STATIONS [5500];2016;0.352;;225982000;;348706000;;;;;225982000;;;;;;;;1613621000;;;;;122724000;;1053805000;;;225982000;;348706000;;;;
Accelerate Diagnostics  Inc.;727207;LABORATORY ALYTICAL INSTRUMENTS [3826];2015;0;;-45498000;;-45498000;;;;;-45498000;45696000;;;;;-45549000;;;;;-45517000;147000;;;;-45517000;;-45498000;;-45498000;;;;
IPALCO ENTERPRISES  INC.;728391;ELECTRIC SERVICES [4911];2015;0.359;;56311000;;;;;;;59524000;;;;;;144711000;;;;;;;31566000;;;;;59524000;;;;;;
XCEL ENERGY INC;72903;ELECTRIC & OTHER SERVICES COMBINED [4931];2015;0.355;;984485000;;1527204000;;;-1614000;;984485000;;;34390000;;;2000512000;;;;;982871000;;542719000;;;982871000;;984485000;;;;;;
NORTHERN STATES POWER CO /WI/;72909;ELECTRIC & OTHER SERVICES COMBINED [4931];2015;0.372;;;;118874000;;;;;74636000;816582000;;;;;139959000;;;;;74712000;956541000;44238000;;;74712000;;74636000;;;;;;
BEL FUSE INC /NJ;729580;ELECTRONIC COILS, TRANSFORMERS & OTHER INDUCTORS [3677];2015;0.25;349000;19197000;;25732000;;9006000;-9928000;;19197000;;5353000;;-386000;56000;28600000;;;;;9269000;;6535000;;;9269000;;19197000;3032000;25732000;;;;458253000
WELLS FARGO & COMPANY/MN;72971;TIOL COMMERCIAL BANKS [6021];2015;0.312;1108000000;;;;;1.16E+14;;449000000;;;;;;1025000000;;;;1424000000;;;;;;;;382000000;;;;;;;
UNITED BANKSHARES INC/WV;729986;STATE COMMERCIAL BANKS [6022];2015;0.322;1262000;137715000;;203489000;;71222000;;;137959000;;;;;3516000;;;;;;135511000;423630000;65530000;;;135511000;;137959000;;;;;;
Northwest tural Gas Co.;73020;TURAL GAS DISTRIBUTION [4924];2015;0.4;;53703000;;89456000;;31310000;;;53703000;;;;;4195000;124248000;;;;;56617000;723791000;35753000;;599543000;56617000;;53703000;;;;;;
REPLIGEN CORP;730272;BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES) [2836];2015;0.304;115000;9345000;;13423000;;4564000;-2793000;;9345000;69773000;-1910000;;-358000;563000;13764000;;;;;6552000;83537000;4078000;;;6552000;;9345000;;;;;;35251000
DEVRY EDUCATION GROUP INC.;730464;SERVICES-EDUCATIOL SERVICES [8200];2016;0.841;;-3166000;;-17298000;;-6054000;;1150000;-3166000;1855680000;-33213000;;;-1012000;;;;;0;31891000;1843537000;-14542000;2080000;;30741000;410000;-2756000;;;;;;986778000
FCCC INC;730669;BLANK CHECKS [6770];2016;0;;-44000;;;;;;;-44000;;;;;;;;;;;;;;;44000;;;-44000;;;;;;
NORTHWESTERN CORPORATION;73088;ELECTRIC & OTHER SERVICES COMBINED [4931];2015;-0.166;;;;181246000;;63436000;170000;;151209000;948483000;;;-33399000;301000;265816000;;841435000;;;151379000;1214299000;30037000;;;151379000;;151209000;;181246000;;;;
PACCAR FINCIAL CORP;731288;SHORT-TERM BUSINESS CREDIT INSTITUTIONS [6153];2015;0.381;;112800000;;182200000;;;-200000;;112800000;421900000;;;;;;;;;;112600000;604100000;69400000;;;112600000;;112800000;;;;;;
UNITEDHEALTH GROUP INC;731766;HOSPITAL & MEDICAL SERVICE PLANS [6324];2015;0.426;;;;;;3.58E+12;-1942000000;55000000;;;;;;145000000;;;;;;;;;103000000;;;55000000;;;;;;;
TRIO-TECH INTERTIOL;732026;SPECIAL INDUSTRY MACHINERY, NEC [3559];2016;-0.1818;;;;1302000;;;;59000;779000;;;;;;788000;34454000;8769000;;-4000;229000;34454000;237000;;7309000;170000;282000;1061000;;;;;;11008000
HILLS BANCORPORATION;732417;STATE COMMERCIAL BANKS [6022];2015;0.305;1426000;28418000;;40887000;;14310000;-747000;;28418000;;;;;1316000;;;;;;27671000;;12469000;;;27671000;;28418000;;40887000;;;;
VERIZON COMMUNICATIONS INC;732712;TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE) [4813];2015;0.349;;;;;;;;496000000;;;;-86000000;;;;;;;;;;;;;;496000000;;;;;;;
AT&T Inc.;732717;TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE) [4813];2015;0.339;;;;;;7.24E+12;;326000000;;;;79000000;-720000000;483000000;;;;;;;;;;;;342000000;;;;;;;
NUCOR CORP;73309;STEEL WORKS, BLAST FURCES  ROLLING MILLS (COKE OVENS) [3312];2015;0.3005;;356145000;;709238000;;;-205654000;138425000;357659000;;;5329000;;;;;;;;290430000;;213154000;;;152005000;138425000;496084000;;;;;;
CNB FINCIAL CORP/PA;736772;STATE COMMERCIAL BANKS [6022];2015;0.272;;22080000;;30489000;;10671000;;;22197000;;;;;;;;;;;23037000;87178000;8292000;;;23037000;;22197000;;;;;;
OCEANEERING INTERTIOL INC;73756;OIL, GAS FIELD SERVICES, NBC [1389];2015;0.313;;;;;;;-117174000;;;;;2230000;;;373810000;;605429000;;;113837000;;105250000;;;;;231011000;;;;;;1585305000
TORO CO;737758;LAWN & GARDEN TRACTORS & HOME LAWN & GARDEN EQUIPMENT [3524];2016;0.301;;230994000;;330460000;;;;;;;;9588000;;;334396000;;874595000;;;222401000;;99466000;;;222401000;;230994000;;330460000;;;;1517580000
FIRST KEYSTONE CORP;737875;STATE COMMERCIAL BANKS [6022];2015;0.177;;9172000;;11143000;;3789000;;;9172000;;;;12000;;;;;;;6877000;31711000;1971000;;;6877000;;9172000;;11143000;;;;
AEMETIS  INC.;738214;INDUSTRIAL ORGANIC CHEMICALS [2860];2015;-2.00E-04;17000;-27138000;;-27132000;;-9225000;;;-27138000;;;;;-760000;-8609000;;4199000;;;-27355000;146649000;6000;;;-27355000;;-27138000;;-27132000;;;;142450000
Bristow Group Inc.;73887;AIR TRANSPORTATION, NONSCHEDULED [4522];2016;0.026;;-73940000;;-79231000;;;-19490000;-6116000;-72442000;;;-1807000;;;;;;;;-98048000;1715513000;-2082000;;1670822000;-91932000;-4707000;-77149000;;;;;;
CITIZENS FINCIAL SERVICES INC;739421;STATE COMMERCIAL BANKS [6022];2015;0.19;;11626000;;14347000;;4878000;;;11626000;;;;;;;;;;;10623000;35653000;2721000;;;10623000;;11626000;;14347000;;;;
OIL DRI CORP OF AMERICA;74046;MISCELLANEOUS MANUFACTURING INDUSTRIES [3990];2016;0.052;;;;14357000;;;-4777000;;13613000;;;;;;15413000;;77149000;;;8836000;;744000;;;;;13613000;;;;;;185164000
FIRST OF LONG ISLAND CORP;740663;TIOL COMMERCIAL BANKS [6021];2015;0.224;;25890000;;33356000;;;-3261000;;25890000;;;;;;;;;;;22629000;92135000;7466000;;;22629000;;25890000;;33356000;;;;
OLD POINT FINCIAL CORP;740971;TIOL COMMERCIAL BANKS [6021];2015;0.0146;;3634000;;3688000;;1254000;2731000;;3634000;;;;7000;;;9519000;;;;6365000;43431000;54000;;39743000;6365000;;3634000;;3688000;;;;
OKLAHOMA GAS & ELECTRIC CO;74145;ELECTRIC SERVICES [4911];2015;0.28;;;;373700000;;;0;;268900000;;;;;;500400000;;;;;268900000;;104800000;;831500000;268900000;;268900000;;;;;;
HOOPER HOLMES INC;741815;SERVICES-MISC HEALTH & ALLIED SERVICES, NEC [8090];2015;0;;;;-10335000;;;;;-10874000;;;;;;-8539000;;6525000;;-520000;;32115000;19000;;;;;-10874000;;-10335000;;;;25590000
US ECOLOGY  INC.;742126;REFUSE SYSTEMS [4953];2015;0.453;;25611000;;46855000;;;;;;;;;;;71631000;;171410000;;;16231000;563070000;21244000;;;16231000;;25611000;;46855000;;;;
Old Republic Intertiol Corporation;74260;SURETY INSURANCE [6351];2015;0.332;;422100000;;631800000;;;;;422100000;;;;;;;;;;;159000000;;209600000;;;159000000;;422100000;;631800000;;;;
SPARTAN MOTORS INC;743238;MOTOR VEHICLES & PASSENGER CAR BODIES [3711];2015;-0.3873;;;;;;-4284000;;;-16972000;;;;;-79000;-12479000;;47112000;;;;550414000;4880000;176000;59591000;;-508000;-17480000;-172000;;;;;502783000
MAXIM INTEGRATED PRODUCTS INC;743316;SEMICONDUCTORS & RELATED DEVICES [3674];2016;0.202;;227475000;;285054000;;;3015000;;227475000;;;;;;313849000;;1244388000;;;230490000;;57579000;;930539000;230490000;;227475000;;285054000;;;;950331000
REX AMERICAN RESOURCES Corp;744187;INDUSTRIAL ORGANIC CHEMICALS [2860];2015;0.274;;31436000;;51518000;;;;;31436000;;;8984000;;;;;50834000;;;;436488000;14108000;;;;5974000;37410000;;;;;;385654000
ROSS STORES INC;745732;RETAIL-FAMILY CLOTHING STORES [5651];2015;0.37;;1020661000;;1611759000;;;;;1020661000;;;;;;;;;;;1020513000;;591098000;;;1020513000;;1020661000;;1611759000;;;;
BRADY CORP;746598;MISCELLANEOUS MANUFACTURING INDUSTRIES [3990];2016;0.267;;80110000;;109345000;;;-9711000;;80110000;;;;;;117878000;;558773000;;0;70399000;;29235000;;440895000;70399000;;80110000;;109345000;;;;561852000
GARTNER INC;749251;SERVICES-MAGEMENT SERVICES [8741];2015;0.355;;175635000;;272211000;;;-23232000;;175635000;1875059000;;;;;287997000;;;;;152403000;;96576000;;;152403000;;175635000;;272211000;;;;839076000
ICAD INC;749660;SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841];2015;0.001;;;;-32431000;;;;;-32447000;;;;;;-30079000;;29350000;;;;41554000;16000;;59429000;;;-32447000;;;;;;7357000
SCIENTIFIC GAMES CORP;750004;SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN [7373];2015;0.177;;-1394300000;;-1694200000;;;;;-1394300000;;;16900000;;;-1024600000;;;;0;-1522100000;;-299900000;;;-1522100000;;-1394300000;;;;;;372700000
SUNTRUST BANKS INC;750556;TIOL COMMERCIAL BANKS [6021];2015;0.283;69000000;1863000000;;;;9.44E+08;-338000000;;1933000000;;;;;25000000;;;;;;1595000000;;764000000;0;;1595000000;10000000;1943000000;;;;;;
QNB CORP;750558;STATE COMMERCIAL BANKS [6022];2015;0.238;;8233000;;10803000;;3673000;-1453000;;8233000;;;;;34000;;;;;;6780000;31875000;2570000;;;;;8233000;;10803000;;;;
Auburn tiol Bancorporation  Inc;750574;STATE COMMERCIAL BANKS [6022];2015;0.264;;;;10678000;;3631000;-506000;;;;;;;280000;;;;;;7352000;27153000;2820000;;;7352000;;7858000;;;;;;
HANCOCK HOLDING CO;750577;STATE COMMERCIAL BANKS [6022];2015;0.23;12495000;131461000;;169765000;;59418000;-30521000;;131461000;;;;;2595000;;;;;;100940000;679646000;38304000;;;100940000;;131461000;;;;;;
CAMDEN TIOL CORP;750686;TIOL COMMERCIAL BANKS [6021];2015;0.35;;20893000;;30859000;;10801000;-3797000;;20952000;;;;;373000;;;;;;17155000;99144000;9907000;;;17155000;;20952000;;30859000;;;;
OVERSEAS SHIPHOLDING GROUP INC;75208;DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT [4412];2015;-0.551;;;;191120000;;;9919000;;283960000;683209000;;49329000;;;281297000;;;;;293879000;964506000;-100892000;;;293879000;;283960000;;;;;;
OWENS & MINOR INC/VA/;75252;WHOLESALE-MEDICAL, DENTAL & HOSPITAL EQUIPMENT & SUPPLIES [5047];2015;0.403;;102484000;;173210000;;;-27824000;;;;;;;;200359000;;1214573000;;;75585000;;69801000;;;;;103409000;;173210000;;;;
OXFORD INDUSTRIES INC;75288;MEN'S & BOYS' FURNISHINGS, WORK CLOTHING, AND ALLIED GARMENTS [2320];2015;0.384;;30562000;;95056000;;;;;;;;;;;97514000;;558105000;;-20517000;53887000;969290000;36519000;;;53887000;;30562000;;95056000;;;;411185000
P&F INDUSTRIES INC;75340;METALWORKING MACHINERY & EQUIPMENT [3540];2015;0.34;;3544000;;5370000;;;;;3544000;;;;;;5959000;;29928000;;;3431000;81702000;1826000;;;3431000;;3544000;;;;;;51774000
PACCAR INC;75362;MOTOR VEHICLES & PASSENGER CAR BODIES [3711];2015;0.314;;1604000000;;;;;-437200000;;1604000000;;;;;;;;;;;1166800000;;733100000;;;1166800000;;1604000000;;;;;;
